,Symbol,Q3 Date,Q3 Price,Q2 Date,Q2 Price,Q1 Date,Q1 Price,Q1 P/E,Q2 P/E,Q3 P/E,Q1 ROE,Q2 ROE,Q3 ROE,Sector,Q1 Rev Growth,Q1 Op Inc Growth,Q1 EPS Growth,Q2 Rev Growth,Q2 Op Inc Growth,Q2 EPS Growth,Q3 Rev Growth,Q3 Op Inc Growth,Q3 EPS Growth
14,HII,2020-06-30,173.3221,2020-03-31,180.0852,2019-12-31,246.7922,68.57179248322146,42.61318395348837,133.09829188679242,0.09382871536523928,0.1046865489957395,0.03158522050059595,Industrials,0.08697611536728256,-0.1308411214953271,-0.03714157298561209,-0.061774461028192375,0.15591397849462366,0.17421638608180545,-0.1042863455589925,-0.7348837209302326,-0.6918604651162791
15,NCLH,2020-06-30,16.43,2020-03-31,10.96,2019-12-31,58.41,103.41192014147093,-1.2447785336517505,-5.49799352457836,0.0186164575703863,-0.4299704616639396,-0.16491558153342442,Consumer Discretionary,-0.2263671518838196,-0.6287686330912757,-0.7298601545760636,-0.15786381092219598,-10.601938221174093,-16.588371722465165,-0.9864229333649857,-0.6851793881893204,-0.6605979933626961
16,MTD,2020-06-30,805.55,2020-03-31,690.51,2019-12-31,793.28,101.19593127227638,171.39399148754012,154.2142419881165,0.45807547887257,0.32022180373828724,0.28119077612848903,Health Care,0.1195199146797972,0.3648108456001748,0.5072980139326595,-0.23082154773640706,-0.4873346802628676,-0.4860614487724916,0.06394551745173008,0.3101798327412046,0.2965629878946285
17,FBHS,2020-06-30,63.7509,2020-03-31,42.9677,2019-12-31,64.6731,87.59757060518731,55.452357103574705,76.96352176165803,0.04289953020687382,0.04628765379719983,0.04703875213258591,Industrials,0.007882111034955449,0.14583333333333334,-0.014903865398214757,-0.046106766405984365,-0.1948051948051948,0.04951916565081951,-0.01917730091965495,0.11612903225806452,0.06900601398962396
18,ALK,2020-06-30,36.26,2020-03-31,28.47,2019-12-31,67.368,46.52597847513812,-15.071674396551723,-20.891182056074765,0.04179173401062111,-0.057783312577833125,-0.05542605542605543,Industrials,-0.06739221431561322,-0.4028436018957346,-0.44209496141205296,-0.26570915619389585,-2.273809523809524,-2.3045643210840008,-0.7426650366748166,0.10280373831775699,0.0811606325140156
19,CFG,2020-06-30,24.844,2020-03-31,18.192999999999998,2019-12-31,38.8758,37.683482669626656,229.76092735235298,41.98605755130436,0.02026935723616053,0.001548974943052392,0.0112855740922473,Financials,-0.0006105006105006105,-0.040780141843971635,0.027355925789457843,0.012217470983506416,-0.9168207024029574,-0.92324841999147,0.05612552806276403,5.822222222222222,6.473099267491791
20,EXR,2020-06-30,92.37,2020-03-31,94.8443,2019-12-31,103.6322,126.669537826152,120.23503240469965,115.86077050946936,0.04420619056749297,0.04510993824743476,0.0433183622442322,Real Estate,-0.005048814091643087,0.012340289477243941,0.039383583397913965,-0.009973168632612769,-0.0452731634729266,-0.03582560228814498,-0.015659403462755527,-0.04579142571775738,0.010686848710732548
22,DISCK,2020-06-30,19.26,2020-03-31,17.54,2019-12-31,30.49,31.539957983193272,27.98931034482759,35.81535055350554,0.048124557678697805,0.03980992608236537,0.027465288334853552,Communication Services,0.07318894697535475,0.13893376413570274,0.8167936781073527,-0.5121781489213639,0.1049645390070922,-0.0495797919991509,-0.0920114122681883,-0.07958921694480102,-0.9947144562334218
23,VRTX,2020-06-30,290.31,2020-03-31,237.95,2019-12-31,218.95,98.41138668184637,104.02834038154933,91.33078329571106,0.0958439793046918,0.09328153441827744,0.11135031961998296,Health Care,0.4879167596659606,4.551679703623167,9.075355493161851,0.07206150297361075,0.3060194209967994,0.02810089714316541,0.006189661852265218,-0.0030421091216066114,0.3896675643536653
24,PSX,2020-06-30,70.8835,2020-03-31,52.2281,2019-12-31,107.3767,65.37752928994564,-9.235020350360577,-220.57135408510638,0.029546366920915293,-0.1167883211678832,-0.006806661839246922,Energy,0.07510958853648654,0.325678496868476,0.04034939919301194,-0.3079216062495717,-7.067716535433072,-4.443378937049824,-0.459725728996485,0.8463534907864002,0.9431768350473172
25,CMG,2020-06-30,1052.36,2020-03-31,654.4,2019-12-31,837.11,328.01913057887765,242.63721003298951,3647.280229969419,0.04302726161093174,0.045686056386885325,0.0047961391519839285,Consumer Discretionary,0.02602199762484354,-0.15105387429619188,-0.26511089481838124,-0.02044959672939765,-0.27542890908349976,0.056821655002703586,-0.03263036124901827,-1.069445030300474,-0.8930193583312013
27,NRG,2020-06-30,32.2714,2020-03-31,26.7844,2019-12-31,38.7412,2.885835767070648,55.11831074380166,25.36346453674121,2.040410132689988,0.07877604166666667,0.17885714285714285,Utilities,-0.2673564753004005,-0.5288683602771362,8.238402620550122,-0.08018223234624146,0.10784313725490197,-0.9638022734383148,0.10846953937592868,1.1415929203539823,1.6183479441906408
28,J,2020-06-26,82.3143,2020-03-27,74.5279,2019-12-27,88.9404,46.13946568421053,59.7533022396206,44.11445843414569,0.042797603434134,0.029647686722045787,0.04196964501775503,Industrials,-0.009671478040816856,0.5273998869691587,0.8444021317922175,1.0199791729227758,1.1085584781991054,-0.3529600962835384,-0.5196777654032301,-0.3909076095812286,0.4960232830364159
29,KIM,2020-06-30,12.84,2020-03-31,9.39,2019-12-31,20.1103,77.97140762938795,44.95407785793563,7.402426282904105,0.0224915578804216,0.01873340165515113,0.13459759190614398,Real Estate,0.04687295622386176,0.15851973065908914,0.2928320802005011,-0.021564853273899974,0.06376216835273907,-0.1901364764267989,-0.17542382240874704,-0.4413292541785916,7.304145921103026
30,GOOGL,2020-06-30,1418.05,2020-03-31,1161.95,2019-12-31,1339.39,87.25841554399777,125.55909997805736,149.44217429946832,0.05297306420706704,0.03356591164642859,0.03356614348694301,Communication Services,0.13768241191140526,0.009698158439577205,0.5162898256379661,-0.10669560499186108,-0.13911072739045974,-0.39710769403160573,-0.06953521708496319,-0.199824495424345,0.02536575245212724
31,GPC,2020-09-30,95.16999799999999,2020-06-30,86.2681,2020-03-31,66.2023,70.04468566191818,-22.051428210825485,60.4521118921993,0.040125464998110316,-0.1980756508234551,0.07548936989064657,Consumer Discretionary,-0.13039489064293847,6.837513935340023,14.481408681408679,-0.06580263631800995,-2.7241859582992545,-5.1392068899845516,0.1430359745837744,-2.0232026536960968,-1.0715722637028933
32,CMCSA,2020-06-30,38.98,2020-03-31,34.1769,2019-12-31,44.2059,64.61722637571158,73.49545752212391,60.10068942436412,0.03822256606145589,0.026341619021912496,0.03573564235654316,Communication Services,0.05856040556156111,-0.01741573033707865,-0.017732278490100194,-0.06299739418268893,-0.07528111301696208,-0.3202654505057592,-0.1087601939193506,-0.04225061830173125,0.3947357102920306
34,RHI,2020-06-30,52.5055,2020-03-31,37.2551,2019-12-31,61.9642,63.06244710657379,47.175567767335814,128.5711893995151,0.09866545187783678,0.07957607805827821,0.039937546792356914,Industrials,-0.00950112490432515,-0.059439440917367976,-0.02842791175976195,-0.019965070558123046,-0.14444371770553993,-0.19628936066274497,-0.26439727853952805,-0.5572145008638747,-0.4828734598776766
35,EOG,2020-06-30,50.2597,2020-03-31,35.3197,2019-12-31,82.0868,74.738178156573,2088.598947834505,-31.984555835928496,0.029413121081576045,0.0004570419886659362,-0.044604853833149306,Energy,-0.02409282761203705,0.043229193716113966,0.037874206229210665,0.1192655352032232,-0.9333314809476342,-0.9846037584674776,-0.7681158896221246,-19.868611617608753,-93.92548787699585
36,PNW,2020-06-30,72.5961,2020-03-31,74.3089,2019-12-31,87.4737,154.23868750879166,279.62028045877366,42.330630843815385,0.011781466963058552,0.005483764451720457,0.035264197762954495,Utilities,-0.4370185431987417,-0.970252175853604,-0.7952399692388789,-0.012620992823591007,2.369342335583896,-0.5314125509142525,0.4043629991086671,5.478501805947256,5.4533584195672615
37,VMC,2020-06-30,115.5471,2020-03-31,107.4263,2019-12-31,142.7586,135.29957368969403,237.57046884563044,73.27241475876065,0.025097223212899224,0.010778977827053378,0.036417505370695526,Materials,-0.163950441160508,-0.3619271135488635,-0.34761398345431394,-0.11542365565290115,-0.4198609331735339,-0.571436695004407,0.2605052028035477,1.6615613396140734,2.4873615073309896
38,DUK,2020-06-30,78.9757,2020-03-31,79.0317,2019-12-31,88.2655,95.86104747774479,62.012080170575686,-72.37797942643391,0.014394942548374697,0.01999104878412651,-0.01763257409198839,Utilities,-0.12060518731988472,-0.4250907205806117,-0.4998207379079571,-0.02523349172538096,0.3417493237150586,0.3841241569555915,-0.08875441250630359,-0.20900537634408606,-1.8561743797373005
39,CVS,2020-06-30,64.4665,2020-03-31,58.3817,2019-12-31,72.6125,54.490548082427004,38.164818335824606,28.473607058823532,0.027355004384316674,0.030810561866748538,0.043735850166122726,Health Care,0.032078382965591734,0.06598806598806599,0.13734477019587754,-0.002003318931363901,0.13862364175172867,0.14795470406807898,-0.02118193393753277,0.3533834586466165,0.4800520353264954
41,BSX,2020-06-30,35.11,2020-03-31,32.63,2019-12-31,45.22,15.777208208208208,4612.2505,-334.7074256756757,0.287958492469554,0.0007244277021153289,-0.009477459016393444,Health Care,0.07277428888067973,-0.4516971279373368,31.124635731898678,-0.12431129476584026,-0.3047619047619048,-0.9975332849526892,-0.21234762092017306,-1.4863013698630136,-15.837340876944836
42,TXN,2020-09-30,142.78999299999998,2020-06-30,126.1019,2020-03-31,98.4772,79.10051073253831,84.70758065217392,97.19850964745012,0.15179725885699508,0.18053375196232335,0.16252252252252253,Information Technology,-0.00626865671641791,-0.0040032025620496394,0.10417738359201784,-0.027035145689396214,-0.012861736334405145,0.19575729340701695,0.17845013893176906,0.3102605863192183,-0.012541396011204608
43,AMP,2020-06-30,149.0388,2020-03-31,100.9326,2019-12-31,163.1739,46.344207019438436,6.355382770137523,-34.56372912801484,0.0808168964915343,0.30419841625578964,-0.08292307692307692,Financials,-0.07370934049537453,-0.15728715728715728,-0.12787670571216955,-0.025128865979381444,3.1044520547945207,3.510606632944324,-0.09781890284203568,-1.2023362536503963,-1.2715119032027322
44,ROK,2020-06-30,212.0715,2020-03-31,149.4498,2019-12-31,199.6912,74.94043746379144,131.81427140695916,77.67502391441157,0.43333333333333335,0.21295103092783504,0.4124594419208306,Industrials,-0.0264131314298925,4.9326241134751765,37.55693821444074,-0.0018996734936182844,-0.4997011356843993,-0.5745101644856586,-0.17087967644084934,0.9982078853046596,1.4080649855793397
46,MCD,2020-06-30,183.39700000000002,2020-03-31,163.2995,2019-12-31,193.9458,93.17342751558327,110.74978286204716,283.7763418768086,-0.19149117571830507,-0.1191060322379323,-0.051124895647303735,Consumer Discretionary,-0.015025963981880457,-0.048437305441414516,-0.011069619832197808,-0.11863899794354085,-0.26127540783390035,-0.2916418455389227,-0.20212540302053286,-0.4325106282475201,-0.561699299418782
47,LOW,2020-07-31,148.91,2020-05-01,104.0613,2020-01-31,115.1268,172.23872235294118,58.840944502617795,39.649657001414425,0.25862068965517243,0.7791375291375291,0.6492194674012856,Consumer Discretionary,-0.07827237175063262,-0.3851091142490372,-0.5093662375031197,0.22761589817183506,1.0782881002087683,1.6458610732933383,0.3876493011435832,0.9874434957307886,1.1236061791780698
50,COP,2020-06-30,41.5957,2020-03-31,30.1871,2019-12-31,63.288000000000004,96.6711894,-18.826769041460608,172.3991380546154,0.02058260198393413,-0.05553249241577519,0.008255802876829772,Energy,-0.015092879256965943,-0.67316766278704,-0.761514979308737,-0.19960707269155206,-1.0153994225216554,-3.449188140589916,-0.5501554573719523,-23.875,1.1504792910110326
51,CNP,2020-06-30,18.5316,2020-03-31,15.2005,2019-12-31,26.5423,85.48108321273888,-6.364179316096747,93.71694857142856,0.018782150974997008,-0.1720229555236729,0.012511916110581505,Utilities,0.17797228300510576,-0.2295918367346939,-0.4192462358552324,-0.3291021671826625,-0.2814569536423841,-8.692270531400968,-0.27318874019381634,0.08294930875576037,1.082790093994013
52,BDX,2020-06-30,239.27,2020-03-31,229.02,2019-12-31,270.1866,268.1889748851985,344.20204229508204,238.5572096503497,0.01306480520705594,0.008734666603026109,0.01190575305969528,Health Care,-0.07831588132635252,3.5135135135135136,0.7137292258492522,0.006627218934911243,-0.2614770459081837,-0.3395503498932949,-0.093581001645897,-0.032432432432432434,0.5074169259209163
53,ADSK,2020-07-31,236.43,2020-04-30,187.13,2020-01-31,196.85,334.10732169954474,622.7348721804511,534.9770468431772,-0.9475197699496763,-0.4780733285406182,1.4591381872213969,Information Technology,0.06716506467307462,0.2097649186256781,0.9600785122592236,-0.015122873345935728,-0.02391629297458894,-0.4899691096099664,0.030935982838432883,0.11868300153139355,0.4706821963394343
54,AAL,2020-09-30,12.29,2020-06-30,13.07,2020-03-31,12.19,-2.315681155734047,-2.7114211369134007,-2328.5067403084618,0.8501517450682853,0.6522562322499211,0.43397250361794504,Industrials,-0.2473260850349156,-4.496570644718793,-6.539535715789031,-0.8095126247798003,-0.02471557473519027,-0.08429915028371354,0.9556103575832304,0.15526950925181013,-0.996937981681828
55,MO,2020-06-30,39.25,2020-03-31,37.8433,2019-12-31,47.5355,-48.95447014925373,45.30467229381443,37.5531394750386,-0.2907425265188042,0.2372000611340364,0.34159634317862164,Consumer Staples,-0.12383313885647608,0.18289353958143767,0.3023651804060753,0.05859830198102215,2.221603563474388,1.860248607120421,0.0012580594433086966,0.2921604375569736,0.2512600112533072
56,STE,2020-06-30,153.043,2020-03-31,139.2843,2019-12-31,151.3391,123.50009010578482,96.76800348859841,148.68025930377598,0.031019783130535557,0.03633485725465515,0.025380871359072417,Health Care,0.05078578795939417,0.12351952530122386,0.10808489090235006,0.06293743324279537,0.10800143271506528,0.17458504023110447,-0.18719402763821236,-0.2773999302760435,-0.28486271676300584
57,ROL,2020-06-30,42.3268,2020-03-31,36.0169,2019-12-31,32.9462,212.5054237289471,272.76716801793475,184.09669774144749,0.06223107569721115,0.054059929707598105,0.0873381778565882,Industrials,-0.09071713276282828,0.51657413455258,0.15228539576365668,-0.03574018992657885,-0.22893674293405114,-0.14834881320949445,0.1341009754027969,0.8245592599057427,0.7412905180248411
58,ABMD,2020-06-30,241.56,2020-03-31,145.16,2019-12-31,170.59,112.61843261048588,207.5233800867979,246.7663147035077,0.06611848923880202,0.029844218398334624,0.040466561631005364,Health Care,0.08103466781152732,0.1674420923199628,4.32054794520548,-0.06736045923893423,-0.2406382100513813,-0.5382172753439489,-0.20230525796243068,-0.3614859799070325,0.3994481693805488
59,CHTR,2020-06-30,510.04,2020-03-31,436.31,2019-12-31,485.08,148.87442853725491,234.4732253765152,140.43208978851177,0.022706312609317856,0.013365735115431349,0.026093473225235045,Communication Services,0.027161572052401748,0.21941992433795712,0.8721135338561865,-0.0019556160190459995,-0.08221302998965874,-0.4289050799184855,-0.0035781223377065936,0.08901408450704225,0.9518005599711952
60,VRSK,2020-06-30,170.2,2020-03-31,139.1487,2019-12-31,148.8268,187.12394338136158,134.30574173933604,156.98629004469274,0.05847487615003539,0.08252823840422975,0.08225724920729746,Industrials,0.03692354833767428,1.6472919418758256,3.0317331576012583,0.0192080378250591,0.2589820359281437,0.30266301204516305,-0.015946651203247314,0.02933016250495442,0.04643553462154711
61,UAA,2020-06-30,9.74,2020-03-31,9.21,2019-12-31,21.6,-637.4413486670152,-7.073217400594559,-24.18403204024167,-0.007117851510194705,-0.38039517991459054,-0.12849037595527374,Consumer Discretionary,0.00823320200132078,-0.4667938381802476,-1.1506088347702426,-0.35454908151052056,-8.535539265319347,-37.42106816169962,-0.2392930856553148,0.6960227883478448,0.6906895836693316
63,MPC,2020-06-30,36.8191,2020-03-31,22.8795,2019-12-31,57.7807,85.04066907449211,-1.605578947368421,2671.4302555555555,0.013147741437644684,-0.3833444038525407,0.00037909102396697697,Energy,0.000801333418808898,-0.5844861660079052,-0.5904682687497362,-0.2289017711302565,-15.051129607609987,-21.972845684009123,-0.36883203189898656,1.083015993907083,1.0009670175438596
64,ROP,2020-06-30,387.7534,2020-03-31,310.8922,2019-12-31,352.686,42.67375088967972,136.2336606741573,186.624013229927,0.09177298538754096,0.02505395514685184,0.02218690850936769,Industrials,0.029752676264304168,2.1139667705088265,2.0974039358835497,-0.03161743619156868,-0.7088786994581076,-0.7238802087429564,-0.0338343081365218,-0.044673539518900345,-0.08953353344580534
65,PWR,2020-06-30,39.23,2020-03-31,31.638,2019-12-31,40.592,51.16397860238353,120.04464421237655,76.14108714467312,0.029169254957420357,0.0102060629596369,0.018890622361524504,Industrials,-0.0716082668857808,-0.2960017956579463,-0.14033243758668518,-0.11202293754818812,-0.4523074627068169,-0.6678094709908365,-0.09329057069312018,0.3985657133656193,0.9549611079491556
66,CRM,2020-07-31,194.85,2020-04-30,161.95,2020-01-31,182.31,-653.5225403225808,1493.5388888888888,68.43874285714286,-0.007318872657518076,0.0028641689570374656,0.0682882414151925,Information Technology,0.07489474850432085,-1.553846153846154,-1.2497580645161293,0.002886002886002886,-2.888888888888889,1.3886797863569558,0.05878725590955808,2.271428571428572,25.257216637461962
68,VLO,2020-06-30,57.7949,2020-03-31,43.8799,2019-12-31,89.5418,34.46514566037735,-9.67206871961102,18.772964325618513,0.048617162775764805,-0.0982379789831228,0.06313296719907291,Energy,0.023120114499614663,0.9738933030646992,0.7618847400615769,-0.2072169016105312,-2.309373202990224,-2.7462240766115995,-0.5295900823454891,1.7856829161176988,1.6785944153977728
69,MTB,2020-06-30,102.8951,2020-03-31,101.3284,2019-12-31,165.0363,44.02130574750642,48.90919099627262,54.779579962580996,0.03137220917766885,0.016997060027463685,0.015117743031482075,Financials,-0.017844612687291074,0.026990000787339583,0.0386047439371022,-0.015496711164913687,-0.4637314279581104,-0.4473821088767435,-0.04100148390116621,-0.10687950501645466,-0.0933597841459235
70,AIV,2020-06-30,37.2279,2020-03-31,34.3494,2019-12-31,50.091,55.78923018155671,760.296017316275,140.88182979747802,0.0749794035770104,0.003913930787123971,0.023118211178719584,Real Estate,0.0008919752683540229,-0.05175136562508089,66.45755071374907,-0.023822772483828338,-0.02637326635360926,-0.9496803510569576,-0.02557982115501086,-0.1043687959172228,4.848826914563967
71,AEE,2020-06-30,70.36,2020-03-31,72.3631,2019-12-31,75.8448,199.61705872340423,122.96770623287672,71.77878189300411,0.011663978161062169,0.018058132343846633,0.029536890725659414,Utilities,-0.20675105485232068,-0.6557692307692308,-0.7416553909336306,0.09422492401215804,0.3463687150837989,0.5488090538228715,-0.029166666666666667,0.4688796680497925,0.6657263751763046
73,VZ,2020-06-30,54.5178,2020-03-31,52.568000000000005,2019-12-31,59.4534,48.30953405299314,52.37826948989413,48.01046259574468,0.08298721394250345,0.06902507889054975,0.07496371437229851,Communication Services,0.05718368091445249,-0.4108251996450754,-0.019058018954399517,-0.0910136592379583,0.3762908777969019,-0.1844996262229012,-0.03679215438152483,0.1267781772705956,0.13144417209700887
74,HCA,2020-06-30,97.06,2020-03-31,89.85,2019-12-31,147.311,47.69630331279178,53.21346919104991,30.728080574606114,-0.3814102564102564,-0.1961512491559757,-0.6041433370660694,Health Care,0.06530644398928627,0.4223471539002108,0.7536253278977072,-0.04895363454854692,-0.3952569169960474,-0.4533044953569994,-0.1394137314361247,0.6127450980392157,0.8707180422628635
76,AMGN,2020-06-30,234.2906,2020-03-31,200.0271,2019-12-31,236.1794,82.79454010569583,65.1047109041096,76.92736283971159,0.17605706606016747,0.19240906694781235,0.16915282859555306,Health Care,0.08018127941432805,-0.172859450726979,-0.12740509620384818,-0.005809262546393417,0.14990234375,0.07704900792259699,0.0073040090894335346,-0.013588110403397028,-0.008716341349893741
77,FOXA,2020-06-30,26.5986,2020-03-31,23.4349,2019-12-31,36.5006,75.43457333333333,183.8738307692308,132.33893606557376,0.029030385136442814,0.007712082262210797,0.012086387953239549,Communication Services,0.416572928383952,-0.7711978465679677,-0.3949204681872748,-0.08946532556908418,3.7705882352941176,-0.7366028065389464,-0.29709302325581394,-0.8520345252774353,0.5770105923891722
78,ODFL,2020-06-30,169.4642,2020-03-31,131.0455,2019-12-31,126.0954,104.87750956969671,117.88807994950331,135.7042209417543,0.046750155889034924,0.04415611284829921,0.049557949993092966,Industrials,-0.03743691920603325,-0.13452582897755222,-0.12091278661675245,-0.02164275678107344,-0.02705774869332427,-0.07543811496203143,-0.09232056262938493,0.08732871103346618,0.12339759448007845
79,WRB,2020-06-30,57.29,2020-03-31,52.0633,2019-12-31,68.8328,111.58833877927349,-2242.4104045043005,151.0330336794836,0.019639044935266012,-0.0008042268327424809,0.012283843315665469,Financials,0.032824445690820665,-0.18385138006186405,-0.2771853761424889,-0.0261617304792808,-0.951155473945854,-1.0376428629326415,-0.022234160553021725,14.637822349570198,17.335917312661497
81,FANG,2020-06-30,41.4672,2020-03-31,25.7406,2019-12-31,90.68,-30.120283696098568,-14.979798950735296,-2.7349463889678227,-0.03675749113140615,-0.02120692343676906,-0.2233526227366063,Energy,0.13230769230769232,-2.2607449856733526,-2.3316996355143496,-0.18568840579710144,0.8227272727272728,-0.4292333754068957,-0.5272525027808677,2.335411471321696,7.823569121541013
82,MSCI,2020-06-30,333.0861,2020-03-31,287.7405,2019-12-31,256.564,178.75249326046767,166.18142983291142,244.0474922378673,-1.600529238470162,-0.4180413229438011,-0.37025137329062296,Financials,0.03133790402560805,-0.00889578021956177,-0.10360979265550832,0.02502176554207267,0.04239604069618762,0.20635407231937566,-0.0171889246125054,0.035072444247753555,-0.21174948598886492
83,IQV,2020-09-30,157.630005,2020-06-30,141.88,2020-03-31,107.86,257.4170975609756,-1177.604,298.56059362871287,0.014796102490075787,-0.004113754247898407,0.017276770441327402,Health Care,-0.04870466321243523,0.16265060240963855,4.1564115185823285,-0.08460421205519245,-0.7409326424870466,-1.2875349037015824,0.10511701705672352,2.74,-5.399070385126161
84,ALGN,2020-06-30,274.44,2020-03-31,173.95,2019-12-31,279.04,182.27045042964818,9.055160984131144,-532.4211703856953,0.09007932882126984,0.5321194718942134,-0.014271127521708797,Health Care,0.06988825058739652,0.18873474267019,0.19196331246690965,-0.15208676073851893,-0.53742639761826,11.548118439359596,-0.3605487119824744,-2.044080208243943,-1.0268328436588368
