,Company,Q1 Date,Q1 Price,Q2 Date,Q2 Price,Q3 Date,Q3 Price,Q1 P/E,Q2 P/E,Q3 P/E,Q1 ROE,Q2 ROE,Q3 ROE,Q1 Op Income Growth,Q2 Op Income Growth,Q3 Op Income Growth,Q1 EPS Growth,Q2 EPS Growth,Q3 EPS Growth,Q1 Rev Growth,Q2 Rev Growth,Q3 Rev Growth,Q1 Price Change,Q2 Price Change,Q3 Price Change
13,PCAR,2019-12-31,78.1191,2020-03-31,60.6293,2020-06-30,74.5797,51.05016284584981,58.588079827490255,175.1133375761679,0.0547387725244949,0.037292215742835214,0.015107192537435563,-0.11137352392790552,-0.3126311372219891,-0.5881155881155881,-0.12600664816147494,-0.3237400669176077,-0.5884484557999304,-0.03923354798178106,-0.15619891453606224,-0.4067458395489858,0.0,-22.38863478969932,23.009337069700628
14,PYPL,2019-12-31,108.17,2020-03-31,95.74,2020-06-30,174.23,253.46343195266275,1350.617857142857,134.82896732026143,0.030026650873556413,0.00526085050416484,0.08673469387755102,0.14634146341463414,-0.5018773466833542,1.3894472361809045,0.09740543598446852,-0.8338917918316657,17.228664127521515,0.13316582914572864,-0.06913928643418665,0.13923776526634907,0.0,-11.49117130442822,81.98245247545435
15,INCY,2019-12-31,87.32,2020-03-31,73.23,2020-06-30,103.97,171.8388061799018,-22.022694805465132,78.94826343963791,0.042720421673903164,-0.3719018372614014,0.12381536498274336,-0.2926531463116829,-7.988927248231728,1.3475476051349091,-0.13720795979353445,-7.543756764734822,1.396047166945847,0.05041507956220392,-0.01878185467794521,0.2102630222670961,0.0,-16.136051305542818,41.97733169466065
16,GOOG,2019-12-31,1337.02,2020-03-31,1162.8101,2020-06-30,1413.61,87.10401507450098,125.65204148319192,148.97426184652966,0.05297306420706704,0.03356591164642859,0.03356614348694301,0.009698158439577205,-0.13911072739045974,-0.199824495424345,0.5162898256379661,-0.39710769403160573,0.02536575245212724,0.13768241191140526,-0.10669560499186108,-0.06953521708496319,0.0,-13.029715337092941,21.56843150915184
17,TSLA,2020-03-31,104.800003,2020-06-30,215.962006,2020-09-30,429.01000999999997,6517.2501865625,2149.23727125,1201.487248549849,0.0017442494276681565,0.010553018772196854,0.02064749547751232,-0.2116991643454039,0.15547703180212016,1.474006116207951,-0.8621753664181023,5.248756218905473,-2.990445859872612,-0.18946370530877574,0.008521303258145364,0.4531146454605699,0.0,106.07061051324588,98.65068765845783
18,REGN,2019-12-31,375.48,2020-03-31,488.29,2020-06-30,623.65,54.18859090909091,89.98107428754405,81.94398194583749,0.07141762175712599,0.05147943624824858,0.0990681652571378,-0.08503723764387272,0.03611070001479947,-0.062419654335094985,0.1817597298495752,-0.21684396165175132,0.4024811161337046,0.059119312634251124,-0.15731735422908505,0.06771687999124823,0.0,30.044210077767122,27.72123123553625
19,FB,2019-12-31,205.25,2020-03-31,166.8,2020-06-30,227.07,92.83589604027759,97.58922888616893,126.25232329084587,0.07272349436934708,0.046550938235964436,0.04688221499904932,0.2328462073764788,-0.33472567170918943,0.011878499915153572,0.04319248826291088,-0.22691314357566414,0.05226391139766333,0.19431225923408116,-0.15866616070581538,0.05356035406213002,0.0,-18.73325213154689,36.133093525179845
20,TXN,2020-03-31,98.4772,2020-06-30,126.1019,2020-09-30,142.78999299999998,79.10051073253831,84.70758065217392,97.19850964745012,0.15179725885699508,0.18053375196232335,0.16252252252252253,-0.0040032025620496394,-0.012861736334405145,0.3102605863192183,0.10417738359201784,0.19575729340701695,-0.012541396011204608,-0.00626865671641791,-0.027035145689396214,0.17845013893176906,0.0,28.05187393630201,13.233815668122352
21,CHKP,2020-03-31,100.54,2020-04-27,108.09,2020-06-30,107.43,81.80479015109123,86.74786516853932,78.00161914460286,0.051562454915312916,0.051370851370851366,0.0576510993043121,-0.1955567140536964,-0.7729852440408627,0.1011964107676969,-0.33176017703445543,-0.7737226277372262,0.12063269922377184,-0.10561303654025753,-0.7562688064192578,0.03926002055498458,0.0,7.509448975532123,-0.610602275881207
22,EA,2019-12-31,107.51,2020-03-31,100.17,2020-06-30,132.05,91.35242774566473,69.97521531100479,105.64,0.047809865966560734,0.05602466157351561,0.04690310974042663,0.34701492537313433,0.110803324099723,0.1745635910224439,-0.592092584761918,0.21637054220092275,-0.12679618025721096,0.1817507418397626,-0.1293157564344005,0.051910598413842816,0.0,-6.827271881685427,31.82589597683938
23,INTU,2020-01-31,279.298,2020-04-30,269.3493,2020-07-31,306.37,307.2278,65.59798450184502,181.7565842696629,0.06439495572846794,0.2286919831223629,0.08715236976106541,26.0,4.233333333333333,-0.6581740976645435,3.210504376823676,3.5166705166705174,-0.5894823748313468,0.45579399141630894,0.7700471698113207,-0.3950699533644237,0.0,-3.5620376801838805,13.744494602362053
24,ADP,2019-12-31,168.4635,2020-03-31,135.8829,2020-06-30,148.89,112.02460796500921,71.47549789255696,155.6544387755102,0.12146745209156662,0.1495073487897718,0.0715552310420361,0.13348978464936498,0.2813299232736573,-0.5112631879098944,0.12424305856670807,0.2641956098177296,-0.4968518391886845,0.04971822524816203,0.10309306445019756,-0.16576905973615294,0.0,-19.33985700166505,9.572286137549302
25,VRTX,2019-12-31,218.95,2020-03-31,237.95,2020-06-30,290.31,98.41138668184637,104.02834038154933,91.33078329571106,0.0958439793046918,0.09328153441827744,0.11135031961998296,4.551679703623167,0.3060194209967994,-0.0030421091216066114,9.075355493161851,0.02810089714316541,0.3896675643536653,0.4879167596659606,0.07206150297361075,0.006189661852265218,0.0,8.677780315140444,22.00462281992016
26,ISRG,2020-03-31,495.21,2020-06-30,569.83,2020-09-30,709.539978,189.23814354066985,1003.0683970588237,264.01487553488374,0.036853303866364165,0.007779875293175449,0.0339065436712826,-0.28822937625754524,-0.7151943462897526,2.3548387096774195,-0.12356780907023553,-0.7829115810551578,3.717562358077066,-0.13946935900446114,-0.22501136880400185,0.05433634549935454,0.0,15.068354839361092,24.517834792832943
27,EXPE,2019-12-31,107.7397,2020-03-31,56.27,2020-06-30,82.2,208.10773631578945,-6.090784173712528,-15.755595652173914,0.01915805394504664,-0.5731277533039647,-0.26705370101596515,-0.7372742200328407,-9.0875,0.34389489953632146,-0.8093268561452873,-18.84502907032895,0.4352804282057249,-0.2279370432827431,-0.19585001820167453,-0.7437754640108647,0.0,-47.77226964619355,46.08139328238848
28,CMCSA,2019-12-31,44.2059,2020-03-31,34.1769,2020-06-30,38.98,64.61722637571158,73.49545752212391,60.10068942436412,0.03822256606145589,0.026341619021912496,0.03573564235654316,-0.01741573033707865,-0.07528111301696208,-0.04225061830173125,-0.017732278490100194,-0.3202654505057592,0.3947357102920306,0.05856040556156111,-0.06299739418268893,-0.1087601939193506,0.0,-22.687016891410416,14.053644420646675
29,AMZN,2019-12-31,1847.84,2020-03-31,1949.72,2020-06-30,2758.8201,285.54443084455323,389.17487968441816,267.8312856952126,0.052658717370286816,0.03883748008334355,0.07111273871527778,0.22869813113715556,0.028357824181490077,0.4647781398846829,0.5283635599284857,-0.2258297804610827,1.056055234855925,0.2494248438861977,-0.1370602497826982,0.17839156019721147,0.0,5.513464369209461,41.498271546683625
30,BIIB,2020-03-31,316.38,2020-06-30,267.55,2020-09-30,283.679993,39.14329068687013,27.91569612865573,66.07742103521025,0.11150961592106416,0.13636403830679036,0.06520425709903797,0.023738538561062048,0.08494972251222595,-0.4497847556343378,0.0004319777401500539,0.1857815730314836,-0.5158703742927171,-0.03731648190014436,0.04167727697139462,-0.6809267709691439,0.0,-15.433971806056004,6.028777051018506
31,VRSN,2020-03-31,180.09,2020-06-30,206.83,2020-09-30,204.850006,62.91798566964768,156.72955305320733,138.32787823496452,-0.2371106950892547,-0.10888837154829882,-0.1233394024734391,0.03451146787840488,0.02748419501221735,-0.0249324078836236,1.2701892419219236,-0.5389511930964609,0.1290787020899322,0.00637914878132819,0.005890747590585043,0.011178089163870024,0.0,14.848131489810655,-0.957305033118989
32,SNPS,2020-01-31,147.51,2020-04-30,157.12,2020-07-31,199.22,219.01466486003403,220.66983697234352,122.86116879060222,0.025082029209701925,0.025711763459261402,0.05502940104549139,-0.3253521018185182,0.4385369532428356,0.6728067039993646,-0.34965818237997753,0.05714752345884312,1.2773696998637658,-0.019622104124049296,0.03229459922984824,0.1193588497748242,0.0,6.514812555081021,26.794806517311603
33,MSFT,2019-12-31,156.4554,2020-03-31,156.8927,2020-06-30,203.0192,103.29628993046613,111.99325451078869,138.69897675415103,0.10579516660763426,0.0939031100165064,0.09468826075196103,0.09644549763033176,-0.0707441826957712,0.03775486471819521,0.09363514928336764,-0.07508104289496434,0.04484941930602247,0.1165027983663591,-0.05107570584728769,0.0860055395334228,0.0,0.27950457446658494,29.40002944687677
34,MCHP,2019-12-31,103.5805,2020-03-31,67.2871,2020-06-30,104.9516,86.00078158148504,173.37036576576577,218.90390355987054,0.05538938147633799,0.017885596634141975,0.022467416792394525,-0.2850136239782016,0.1989329268292683,0.217418944691672,1.8235418229557387,-0.6777592348120657,0.2353198835381721,-0.037673792794139634,0.030293615038061213,-0.012590470446320869,0.0,-35.03883452966534,55.97581111386879
35,IDXX,2019-12-31,261.13,2020-03-31,242.24,2020-06-30,330.16,251.81835628094058,187.82064438820683,191.530041090372,0.5099141841294169,1.038570128350391,0.545641717009265,-0.17289452225290053,0.24815144727624944,0.33897800103932096,-0.1647227502658117,0.2437462631873325,0.33654845162590896,0.00023624531846034132,0.03450348998919805,0.017971184795381394,0.0,-7.2339447784628295,36.294583883751656
36,FAST,2020-03-31,30.8636,2020-06-30,42.6059,2020-09-30,45.09,87.64269615788747,102.54664085391377,116.78066351146728,0.07626289241888128,0.08584261588214158,0.07676046576102022,0.13562159899539555,0.1647622558053815,-0.0819620253164557,0.1324607666580911,0.1798381371574613,-0.06132665832290364,0.070561516171979,0.10387710314557423,-0.06341948310139164,0.0,38.04578856646663,5.830413158740938
37,AAPL,2019-12-28,72.449997,2020-03-28,61.935001,2020-06-27,88.407501,58.05649333264759,97.0057930446052,136.85094622404264,0.24836090292747764,0.1434364042078419,0.15568191250933844,0.636416,-0.4973209746177011,0.018517077725044736,0.6487032804428531,-0.4883726520930829,0.011809482043009054,0.4337757651467833,-0.36491357997800017,0.023528201258724468,0.0,-14.513452636857938,42.74239052648113
38,AMGN,2019-12-31,236.1794,2020-03-31,200.0271,2020-06-30,234.2906,82.79454010569583,65.1047109041096,76.92736283971159,0.17605706606016747,0.19240906694781235,0.16915282859555306,-0.172859450726979,0.14990234375,-0.013588110403397028,-0.12740509620384818,0.07704900792259699,-0.008716341349893741,0.08018127941432805,-0.005809262546393417,0.0073040090894335346,0.0,-15.307135169282333,17.12942896237561
39,ADBE,2020-02-28,345.12,2020-05-29,386.6,2020-08-28,516.4400019999999,176.3545130890052,170.45545454545456,262.27581253403145,0.09125656951743907,0.10109364948074626,0.08153333902501493,-0.03395289566691273,0.08431163287086446,0.052165354330708666,0.12302377495566945,0.15895491499614198,-0.1318186628101797,0.033107226235776395,0.011970236169524426,0.031010230179028125,0.0,12.019007881316648,33.585101396792524
40,PDD,2019-12-31,37.82,2020-03-31,36.03,2020-06-30,85.84,-100.6457170170532,-40.67253073498136,-456.3544287256671,-0.07106936029919585,-0.18974827587684087,-0.0304927534069803,0.2351989077258269,-1.0593006897378547,0.6271332449292544,0.24846,-1.3574526971285623,0.7876639649606032,0.43635888882914814,-0.3939381950398815,0.8641194032953992,0.0,-4.732945531464831,138.2459061892867
41,MRNA,2019-12-31,19.56,2020-03-31,29.95,2020-06-30,64.21,-53.13266922901978,-85.12835344924736,-209.35051770496855,-0.10479652028838704,-0.07570965229505737,-0.039605549588803086,0.01347272213179272,-0.013695446728740296,0.0667497057969464,0.011572023090347643,0.04433096104742761,0.12821897561252926,-0.17546638507567758,-0.4031305585200996,6.909285969722255,0.0,53.11860940695297,114.39065108514187
42,CPRT,2020-01-31,101.46,2020-04-30,80.11,2020-07-31,93.25,143.4153070115644,129.5946423074576,134.5979895247473,0.07940165545817843,0.06465860971297377,0.06649204102323504,0.021914300042358236,-0.07046957482895966,0.05440259147825998,-0.2261261458356123,-0.12622621773669174,0.12074543807428485,0.0373649048381744,-0.04308516187363077,-0.0448815320880878,0.0,-21.042775478020893,16.40244663587567
43,ANSS,2019-12-31,257.41,2020-03-31,232.47,2020-06-30,291.73,135.01251658104817,440.92287751823545,262.6367571765876,0.048026005833706635,0.013991222075417257,0.028086867897132325,0.7679324492846059,-0.8165316935535981,2.310744577818214,0.827064426790352,-0.7234600537092983,1.1067635232531674,0.4138686067711741,-0.37275311170891023,0.2645244848107284,0.0,-9.688823278038935,25.491461263818994
44,EXC,2019-12-31,44.3149,2020-03-31,36.0546,2020-06-30,35.9309,56.08245764248705,60.462696907216504,67.31009289827256,0.023957298907646474,0.01791761591035035,0.01593126012904015,-0.2889874353288988,0.2681912681912682,-0.5368852459016393,-0.0030784370623635807,-0.2453396104635712,-0.1048112558903926,-0.0657408444394669,0.048549508511148406,-0.162912998742426,0.0,-18.640005957364227,-0.34309075679663475
45,FOXA,2019-12-31,36.5006,2020-03-31,23.4349,2020-06-30,26.5986,75.43457333333333,183.8738307692308,132.33893606557376,0.029030385136442814,0.007712082262210797,0.012086387953239549,-0.7711978465679677,3.7705882352941176,-0.8520345252774353,-0.3949204681872748,-0.7366028065389464,0.5770105923891722,0.416572928383952,-0.08946532556908418,-0.29709302325581394,0.0,-35.79584993123401,13.49995092788961
46,FOX,2019-09-30,31.0528,2019-12-31,35.8377,2020-03-31,22.6907,39.090020040080155,75.22913333333334,174.66,0.04835271317829457,0.029030385136442814,0.008898556456397073,0.06707317073170732,-0.4014285714285714,-0.6539379474940334,0.0938337801608579,-0.3968587434973989,-0.6985403881240669,0.061281337047353765,0.416572928383952,-0.08946532556908418,0.0,15.408916426215981,-36.684831894903965
47,WDAY,2020-01-31,184.63,2020-04-30,153.9,2020-07-31,180.92,-332.6263305928508,-226.3671455091938,-1524.039186179326,-0.05146003440106396,-0.0608638572423409,-0.00987007826025074,-0.3251428571428571,0.011225418728652882,0.8840208504953031,-0.09576358180669604,-0.22483650710721176,0.8253930898554136,0.04071953949472338,0.043107695490828116,0.0427952100629919,0.0,-16.644099008828462,17.55685510071474
48,LBTYA,2019-12-31,22.74,2020-03-31,16.51,2020-06-30,21.86,-10.36130591922106,10.981958333965046,-25.54982996756963,-0.10190207405447516,0.07171495231839083,-0.040528838719653626,0.017467248908296942,0.3862660944206008,0.5975232198142415,-1.1225339121967781,1.6850002278215703,-1.569108070534865,0.04973775916082932,-0.035678358259003416,-0.05316781417344739,0.0,-27.396657871591895,32.404603270744985
49,ALGN,2019-12-31,279.04,2020-03-31,173.95,2020-06-30,274.44,182.27045042964818,9.055160984131144,-532.4211703856953,0.09007932882126984,0.5321194718942134,-0.014271127521708797,0.18873474267019,-0.53742639761826,-2.044080208243943,0.19196331246690965,11.548118439359596,-1.0268328436588368,0.06988825058739652,-0.15208676073851893,-0.3605487119824744,0.0,-37.661267201834875,57.76947398677781
50,MELI,2019-12-31,571.94,2020-03-31,488.58,2020-06-30,985.77,-526.6399328160303,-1150.5657424226633,875.8753307040593,-0.025936099728957718,-0.010740252669926377,0.0293362879189887,0.15914555996338114,0.5689462453002744,4.348757324712063,0.6304344867013312,0.6089943094970627,3.65040975885456,0.11813654687735788,-0.03289478562773721,0.34700371573906097,0.0,-14.574955414903673,101.7622497850915
51,CSX,2020-03-31,56.9027,2020-06-30,69.502,2020-09-30,77.66999799999999,57.12439883116884,106.8297274549098,80.94142454619566,0.06486395417403758,0.041069958847736635,0.05782981063879941,0.02079722703639515,-0.29711375212224106,0.3780193236714976,0.003869875438384281,-0.3468758784082239,0.4755837009483699,-0.010398613518197573,-0.21015761821366025,0.17427937915742794,0.0,22.14183158268411,11.752176915772205
52,TMUS,2019-12-31,78.42,2020-03-31,83.9,2020-06-30,104.15,90.34172792756327,76.40092183701368,1170.7676093272728,0.026086352426273926,0.03281913241536391,0.001746142612229348,-0.1611148878314072,0.2471636952998379,-0.4671864847303444,-0.1392505478596289,0.26509147043915016,-0.9189910303692574,0.0738631226833017,-0.0644047819498232,0.5901196796544588,0.0,6.988013261922984,24.135876042908222
53,SWKS,2019-12-27,120.9213,2020-03-27,86.4491,2020-06-26,125.4141,80.70826557759626,81.6755439536168,162.73857386276026,0.06024886930846202,0.04371439606063532,0.031010902830910483,0.185549380076956,-0.28056256761630005,-0.2606516290726817,0.2264853714042469,-0.2935424662105791,-0.271907033870282,0.0830311820159536,-0.1450730945207008,-0.03824565983553061,0.0,-28.507963443992086,45.072765361351365
54,BMRN,2019-12-31,84.55,2020-03-31,84.5,2020-06-30,123.34,1010.3736255324814,194.33619026554106,-763.8390453346126,0.004811712600095888,0.025117887185096617,-0.00901634051445942,-3.284788029925187,12.456123117223315,-1.3900972742256648,-0.7173068477416303,4.196104206500955,-1.371357604470918,-0.014430803063129884,0.10480082210530252,-0.14456977029053775,0.0,-0.05913660555883756,45.964497041420124
55,LBTYK,2019-12-31,21.8,2020-03-31,15.71,2020-06-30,21.51,-16.767533159463802,12.154091809212465,-27.108101079740557,-0.05482875202116713,0.07171495231839083,-0.040528838719653626,-3.7442528735632186,1.4897033158813264,0.8774055595153243,-1.0671346650458997,2.2731899829774984,-1.5577602320120796,-1.0,0.0,-0.05316781417344739,0.0,-27.93577981651376,36.9191597708466
56,EBAY,2019-12-31,35.7095,2020-03-31,29.863000000000003,2020-06-30,52.2954,52.279735611510795,6.625524912075028,49.84186246648794,0.19372822299651568,1.6132387706855793,0.2570640937284631,0.16353383458646614,0.01615508885298869,0.3052464228934817,0.8442368442368445,5.598740941365932,-0.7672138567248024,0.06493016232540581,-0.1584544487770294,0.2068239258635215,0.0,-16.372393900782694,75.1177041824331
57,MAR,2019-12-31,150.8252,2020-03-31,74.81,2020-06-30,85.73,178.6116346953405,790.0901290322581,-119.28926495726496,0.3968705547652916,-1.55,2.9620253164556964,-0.5485996705107083,-0.583941605839416,-2.3508771929824563,-0.27448857729549536,-0.8878651871676753,-8.589713802935897,0.016464799394398183,-0.12846769689070936,-0.6872463148899808,0.0,-50.39953535616064,14.59697901350087
58,CTXS,2019-12-31,110.2703,2020-03-31,141.195,2020-06-30,147.91,70.85872908364034,99.39871822957475,164.71634678405044,0.24725304898430855,-0.8277660794138739,-1.2063122355656224,0.6724652849834433,0.08732149697077594,-0.2871588264771989,-0.23783683184609805,-0.08720601465107312,-0.3678448985913311,0.10495551240890652,0.06312737474732133,-0.07203247594213336,0.0,28.044450772329437,4.75583413010376
59,VRSK,2019-12-31,148.8268,2020-03-31,139.1487,2020-06-30,170.2,187.12394338136158,134.30574173933604,156.98629004469274,0.05847487615003539,0.08252823840422975,0.08225724920729746,1.6472919418758256,0.2589820359281437,0.02933016250495442,3.0317331576012583,0.30266301204516305,0.04643553462154711,0.03692354833767428,0.0192080378250591,-0.015946651203247314,0.0,-6.502928236043509,22.31519230865973
60,MDLZ,2019-12-31,54.4406,2020-03-31,49.795,2020-06-30,51.13,109.1061611570248,97.458828125,135.25012867647058,0.02665100400132154,0.02866713406559165,0.020908601737258826,0.03424657534246575,-0.05518763796909492,-0.16705607476635514,-0.48875500773573494,0.023969376916447818,-0.26009433777621205,0.08780487804878047,-0.029798929553016062,-0.11868197405695542,0.0,-8.533337251977388,2.680992067476656
61,ALXN,2019-12-31,108.15,2020-03-31,89.79,2020-06-30,112.24,27.128740157480323,35.845147058823535,-23.181484879692913,0.07886939086924892,0.04746420606411413,-0.10181301711976208,0.020754716981132074,0.2855822550831793,-2.9700934579439253,0.9139880452264924,-0.3716521804567859,-2.9329005884372483,0.0959543979099042,0.043704399335404175,-0.00013842746400885935,0.0,-16.97642163661581,25.002784274418076
62,NFLX,2020-03-31,375.5,2020-06-30,455.04,2020-09-30,500.02999900000003,239.62685754660703,286.8151625390866,278.8138046466146,0.08431944465254752,0.07715212175405177,0.07644936677194741,1.0899256726105315,0.4170827002387671,-0.031713758019570985,0.2050199552448843,0.012450383530522849,0.12824844156744594,0.054917352454551815,0.06598741160024002,0.04673676533590012,0.0,21.182423435419445,9.887042677566809
63,BKNG,2019-12-31,2053.73,2020-03-31,1345.3199,2020-06-30,1592.34,74.002679205807,-79.08902811258943,535.0653959016391,0.19737063879993255,-0.18245888801879406,0.030507626906726683,-0.5054852320675105,-1.348976109215017,-0.1833740831295844,-0.3904357713984234,-1.6129337960010233,1.1749520875709871,-0.3375,-0.31476489967056004,-0.7246503496503497,0.0,-34.49382830264933,18.36143953568218
64,ORLY,2019-12-31,438.26,2020-03-31,301.05,2020-06-30,421.67,103.17554050893156,75.81712749385896,59.35074230674464,0.8177278904716364,2.760262393884826,0.9025072143948396,-0.17685783694997606,-0.04063845545783381,0.7388050363465947,-0.16445669257263815,-0.0652045455080501,0.7892659806484432,-0.06883595446963242,-0.0026129944924938838,0.2483792565840241,0.0,-31.307899420435355,40.06643414715163
65,MNST,2019-12-31,63.55,2020-03-31,56.26,2020-06-30,69.32,134.91756179546113,109.05927405096205,118.25891504934658,0.06112127185869281,0.072032779584112,0.07375720708556592,-0.1982536041856854,0.15121828131653234,0.11582846559338934,-0.1358199097347081,0.09519563509755227,0.13627464283637333,-0.1026582225997881,0.04413167047775967,0.029939826588343627,0.0,-11.471282454760031,23.213650906505503
66,GOOGL,2019-12-31,1339.39,2020-03-31,1161.95,2020-06-30,1418.05,87.25841554399777,125.55909997805736,149.44217429946832,0.05297306420706704,0.03356591164642859,0.03356614348694301,0.009698158439577205,-0.13911072739045974,-0.199824495424345,0.5162898256379661,-0.39710769403160573,0.02536575245212724,0.13768241191140526,-0.10669560499186108,-0.06953521708496319,0.0,-13.247821769611544,22.040535307026975
67,ATVI,2019-12-31,59.0318,2020-03-31,59.0914,2020-06-30,75.9,87.02973942857143,90.56780910891091,101.54896551724138,0.04099960952752831,0.03878350357115429,0.04239146323636895,0.8380566801619433,0.34801762114537443,0.2238562091503268,1.5635511546165766,-0.03809579973167816,0.14555904667024294,0.5491419656786272,-0.09969788519637462,0.08053691275167785,0.0,0.10096253205899737,28.445086763894587
